"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Faroe Islands","FRO","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.8","10.9","10.8","10.7","10.9","10.9","11.1","11.2","11.3","11.4","11.6","11.8","11.9","12","12.2","12.4","12.6","12.6","12.7","12.8","13","",
"Gabon","GAB","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.6","66.5","68","69.6","71.1","72.7","74.45","75.9","77.7","79","80.4","81.6","82.65","83.6","84.65","85.6","86.2","86.8","87.4","87.8","88.1","",
"United Kingdom","GBR","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Georgia","GEO","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.1","49.1","49.6","51.1","52.7","54.2","56.35","58.3","60.8","63","65.6","68.7","71.7","74.1","77","79.3","81.65","84","85.8","87.7","89.1","",
"Ghana","GHA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.19999999999999","6.59999999999999","7.2","7.9","8.5","9.5","10.5","11.8","13","14.5","16","17.3","18.7","19.6","20.5","21.1","21.8","21.9","22.2","22.4","22.2","",
"Gibraltar","GIB","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.700000000000001","0.700000000000001","0.700000000000001","0.700000000000001","0.700000000000001","0.700000000000001","0.700000000000001","0.700000000000001","0.700000000000001","0.700000000000001","0.700000000000001","0.800000000000001","0.800000000000001","0.800000000000001","0.900000000000001","1","1.1","1.2","1.4","1.6","1.9","",
"Gambia, The","GMB","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.7","3.7","3.8","3.7","3.6","3.4","3.3","3.1","3","2.8","2.7","2.4","2.3","2.2","2.1","2","1.9","1.9","1.8","1.8","1.7","",
"Guinea-Bissau","GNB","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.4","1.3","1.3","1.2","1.2","1.2","1.2","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.2","1","1.1","",
"Equatorial Guinea","GNQ","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","19.5","19.4","19.6","20.1","20.8","21.3","21.7","22.1","22.5","22.7","23.35","24","23.6","23.9","24","23.9","24.2","24.1","24","24.5","",
"Greece","GRC","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Grenada","GRD","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.4","92.8","92.8","93.1","93.1","93.2","93.3","93.2","93.2","92.9","92.7","92.6","92.2","91.7","91.5","91.2","90.85","90.25","89.9","89.6","89.1","",
"Greenland","GRL","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.55","39.7","39","38.2","37.6","37.45","37.3","37.1","37.1","37.4","38.1","38.4","39.2","40.2","41.6","42.7","44.3","45.7","46.95","48.6","50.1","",
"Guam","GUM","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.6","37.7","39.9","42.4","45","47.6","50.3","53","55.8","58.5","61","63.7","66.2","68.6","70.9","72.8","74.7","76.2","77.9","79.5","80.6","",
"High income","HIC","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.3618319057437","99.3958315359512","99.4265880334096","99.4634170105135","99.4977420759805","99.5244853199943","99.5518499311783","99.5832140076506","99.617055098743","99.6341546740337","99.6587320047666","99.6819532216835","99.6932958156846","99.7042743239781","99.7164551775993","99.7249217577017","99.7328057946666","99.745338833256","99.746041455787","99.7571643568908","99.7587935564738","",
"Hong Kong SAR, China","HKG","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.7","32.2","33.8","35","36.3","37.4","38.7","39.8","40.8","41.5","42.5","43.2","43.8","44.5","45.1","45.9","46.5","47.1","47.2","48.1","48.3","",
"Heavily indebted poor countries (HIPC)","HPC","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.94296385770018","6.24094461334106","6.54430403468382","6.87348371982651","7.22787665573778","7.58483959168873","8.06607514701948","8.47528324724075","8.87013008231903","9.32266122601254","9.7453196173705","10.2307195121232","10.660377715021","11.0516461087541","11.450373033472","11.8245662945561","12.2479944732294","12.562915118081","12.8802616363059","13.2984393469688","13.594740304561","",
"Croatia","HRV","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Haiti","HTI","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6","2.7","2.9","3","3.05","3.1","3.3","3.4","3.4","3.6","3.6","3.7","3.7","3.7","3.8","4","4","4.1","4.3","4.4","4.5","",
"Hungary","HUN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"IBRD only","IBD","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.385210084039","48.1160750729177","49.0636678321387","49.8278698362238","51.0453255634926","52.2250728588077","53.3322605472755","54.5869293191732","56.0143626480509","57.8067545151294","59.3383669256459","61.0352272465792","62.956508532165","64.6797232393929","66.8157394079848","68.8030641741336","70.7069217864997","72.9943112312647","75.1132592498119","77.1036765940353","78.9798495599777","",
"IDA & IBRD total","IBT","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.8547835088531","40.4148333651725","41.1563829655339","41.7585963492203","42.7103170496135","43.6413630146313","44.5450228609891","45.5476699972141","46.6816468101972","48.0964357283508","49.3254870746692","50.6650408815189","52.1692996898568","53.5210027913005","55.1943561292502","56.7403192130603","58.2313642095266","60.0047634116493","61.660958831506","63.2421654216499","64.711414545264","",
"IDA total","IDA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.0268268447797","12.3201399884544","12.6840008061473","13.080892977493","13.4754968705443","13.9282337198059","14.5288550610252","15.0829146398607","15.6453341999289","16.2277196359842","16.899038124263","17.5085612958806","18.0901055431936","18.6874762298288","19.3585966888055","20.0121961135241","20.7363359150105","21.5319793176767","22.3635190883294","23.327592083419","24.2354004933963","",
"IDA blend","IDB","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.5362197807531","17.8442332748679","18.3121054462304","18.7970575151239","19.1747092744169","19.6691493825328","20.3094953769204","20.9060954591808","21.5189213370614","22.0641307680495","22.971603494328","23.6251823470309","24.3619912061856","25.1952037089021","26.07899156248","26.99154720317","28.0763107312389","29.3927979464451","30.7662954022469","32.2926548265912","33.7498470302148","",
"Indonesia","IDN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.10000000000001","6.9","8.00000000000001","9.3","11.3","14.1","17.9","22.5","28.5","34.7","41.3","47.3","52.9","58","62.8","67.1","71.2","75.1","78.7","81.85","84.5","",
"IDA only","IDX","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.256550520987","9.54460833247022","9.8594644998682","10.2158885367248","10.6220774767306","11.0557100449187","11.6367926107302","12.1684469849714","12.7031915199817","13.3008520856779","13.8474395720008","14.4280991965064","14.9265476108959","15.3997681206235","15.9585064356266","16.4770243247085","17.0155392379733","17.5453838790895","18.1015184083257","18.7810525825721","19.4124009286419","",
"Isle of Man","IMN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.3","23.4","24.7","25.9","27.3","28.6","29.5","30.55","32","34","35.4","37.2","39.6","41.6","44.8","48.2","51.4","55.8","59.8","63.9","67.9","",
"Not classified","INX","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Iran, Islamic Rep.","IRN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.2","93.6","94.3","94.6","95.1","95.3","95.8","96","96.1","96.4","96.5","96.8","96.7","96.6","96.7","96.6","96.7","96.7","96.5","96.4","96.1","",
"Iraq","IRQ","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.1","77","79.4","82.2","84.9","87","89.1","90.9","92.6","93.9","95","96.05","96.7","97.3","97.7","98.1","98.3","98.7","98.8","98.9","99","",
"Iceland","ISL","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Israel","ISR","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Italy","ITA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Jamaica","JAM","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.7","77.6","79.2","80.6","81.9","83.4","84.1","84.85","85.4","85.8","85.9","86.2","86.1","86","85.85","85.4","85","84.5","83.9","83.4","82.7","",
"Jordan","JOR","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.6","99.7","99.8","99.8","99.8","99.8","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","",
"Japan","JPN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Kazakhstan","KAZ","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.4","85.7","86.5","87.4","87.8","88.7","89.3","89.9","90.55","91.2","91.7","92.3","92.4","92.6","92.9","93.3","93.1","93.1","92.9","92.8","92.7","",
"Kenya","KEN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.8","2.2","2.6","3.09999999999999","3.6","4.2","4.8","5.3","6.00000000000001","6.60000000000001","7.20000000000001","8","8.70000000000001","9.60000000000001","10.6","11.6","13","14.4","16","17.7","19.5","",
"Kyrgyz Republic","KGZ","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.7","55","56.4","58.2","60.5","62.4","64.3","66.4","68.2","70","71.55","73.3","74.7","75.4","76","76.3","76.6","76.6","76.9","76.6","76.6","",
"Cambodia","KHM","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.6","4.1","4.7","5.29999999999999","5.90000000000001","6.69999999999999","7.6","8.4","9.4","10.5","11.7","13.1","14.5","16.2","18","20.3","22.7","25.5","28.9","32.6","36.8","",
"Kiribati","KIR","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.6","1.7","1.7","1.8","1.9","2","2.1","2.3","2.6","2.89999999999999","3.2","3.6","4.09999999999999","4.5","5.19999999999999","5.69999999999999","6.49999999999999","7.2","8.2","9.1","9.9","",
"St. Kitts and Nevis","KNA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Korea, Rep.","KOR","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Kuwait","KWT","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Latin America & Caribbean (excluding high income)","LAC","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.3696606277195","79.200142033716","80.000018664421","80.6789211378173","81.3291641423972","81.9666938195087","82.5060315468351","83.0370845688138","83.5509253441249","83.9885863498373","84.4322057890614","84.800632349689","85.184512825142","85.5949941614952","85.9669651301837","86.305781717404","86.7557951104687","86.9910033695648","87.2779897284309","87.5489941006323","87.8200954395816","",
"Lao PDR","LAO","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.3","1.4","1.5","1.7","1.8","2.1","2.3","2.6","2.9","3.3","3.5","4.1","4.4","4.8","5.2","5.70000000000001","6.20000000000001","6.69999999999999","7.2","7.7","8.5","",
"Lebanon","LBN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liberia","LBR","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.700000000000001","0.600000000000001","0.600000000000001","0.600000000000001","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.4","0.4","0.3","0.4","0.4","0.4","0.4","0.4","0.4","0.4","",
"Libya","LBY","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.2","87.7","89.1","90.4","91.4","92.3","93.2","93.9","94.4","94.9","95.2","95.4","95.4","95.5","95.5","95.3","95.2","95","94.8","94.4","94.3","",
"Latin America & Caribbean","LCN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.1149518639387","80.8734719360548","81.6031558461935","82.2148882229387","82.8030048881947","83.3903864158928","83.8820174942065","84.3636026060421","84.837432545316","85.2376272164676","85.6486060933835","85.9868995122905","86.3419708559765","86.7153269005306","87.063721310507","87.3604093217078","87.756738657278","87.9608191882837","88.2198468702861","88.4459807941951","88.6873413146483","",
"Least developed countries: UN classification","LDC","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.62080643346921","6.89420099671125","7.18189967556529","7.5290134046834","7.89757126462255","8.29496004917339","8.82631573488155","9.29864687775319","9.77192868302862","10.3390765312873","10.8890536708778","11.5300546550538","12.1105819158604","12.6957394528654","13.3713698737574","13.989642711304","14.5931667931791","15.1917343035678","15.7992904409949","16.49843023053","17.168713781269","",
"Low income","LIC","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.66586738728261","8.89461976085483","9.13461626109808","9.39708430633142","9.68777455122704","10.0154483294233","10.4944665043484","10.9290894101999","11.3146157193359","11.7380203632634","12.0344693202197","12.3384578478211","12.5430554497375","12.6866897900248","12.8746092451019","13.0351259506111","13.2754438155933","13.4681454662854","13.6946979623156","14.0414432987695","14.3664293450322","",
"Liechtenstein","LIE","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.9","17.5","17.9","18.5","18.7","19.5","19.8","20.3","20.9","21.3","21.7","22.3","23","24","24.8","25.75","26.9","28.2","29.4","30.6","32.2","",
"Lower middle income","LMC","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.0020529316895","26.8765557455657","27.8708962597532","28.8524787690973","29.959436286956","31.0821205151881","32.1653272170086","33.3255791398163","34.7717476158343","36.4780248718777","37.9970862046714","39.6171138878693","41.4435478831752","43.0738614422823","45.2424450823046","47.3795528923292","49.4643201657572","52.0615121116758","54.4681750704096","56.9061115645688","59.2364032845872","",
"Low & middle income","LMY","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.5437728904589","39.1286058997557","39.8968033237368","40.5193218104167","41.4945760341067","42.4499518853754","43.3763463747035","44.4052902365941","45.5641893527088","47.0096247824916","48.2654418013845","49.6307822880132","51.1651207601086","52.5444886942515","54.2512825242724","55.8282753850548","57.3532642385605","59.1610160410147","60.8521723177522","62.4645734163074","63.9633929052139","",
"Lesotho","LSO","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","17.5","19.2","20.8","22.2","23.9","25.5","26.9","28.4","29.9","31.2","32.5","33.8","34.95","35.8","36.5","37.4","38.1","38.7","39.3","40.1","",
"Late-demographic dividend","LTE","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.5714892337441","55.0787883633982","55.8903541216406","56.4201809241882","57.6743993733489","58.8722724822125","60.056841029178","61.4393373214825","62.7975953720074","64.5603556431807","66.0975137755722","67.7802575122592","69.626231564242","71.3297893872962","73.1849536385872","74.7429555077554","76.2086298479757","77.8760520487931","79.4098991369815","80.6742926938634","81.8098478390171","",
"Lithuania","LTU","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Luxembourg","LUX","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Latvia","LVA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Macao SAR, China","MAC","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.6","91.3","92","92.7","93.2","94","94.35","95","95.6","96","96.5","96.7","97.1","97.3","97.4","97.7","97.8","97.9","97.9","98","98.1","",
"Monaco","MCO","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Moldova","MDA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.3","68","71.7","75.1","78.6","81.35","84","86.3","88.3","89.8","91.1","92.3","93.3","93.8","94.4","94.7","95.2","95.4","95.6","95.8","95.8","",
"Madagascar","MDG","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.3","1.3","1.3","1.2","1.2","1.1","1.1","1.1","1","1","0.900000000000001","0.900000000000001","0.900000000000001","0.900000000000001","0.900000000000001","0.900000000000001","0.900000000000001","0.900000000000001","0.900000000000001","0.900000000000001","1","",
"Maldives","MDV","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.1","58.6","63.7","68.9","74","78.7","82.9","86.15","89","91.25","93.3","94.8","95.9","96.6","97.3","97.9","98.3","98.6","98.8","99","99.2","",
"Middle East & North Africa","MEA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.5467451004046","89.6988197451753","90.8158047980371","91.796084596462","92.628087205941","93.3560370540577","93.9894399574968","94.4921272606172","94.8830881384935","95.2581388765722","95.4928660029943","95.7304607054429","95.8318838957215","95.9122954588166","96.0168920540243","96.0619139985627","96.1032129595131","96.1695379893566","96.1246868677663","96.1136503945514","96.0619982172905","",
"Mexico","MEX","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.4","83.1","84.1","84.6","84.9","85.3","85.3","85.4","85.4","85.2","85","84.85","84.6","84.6","84.6","84.6","84.8","84.8","84.8","84.9","84.9","",
"Marshall Islands","MHL","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.3","19","21.4","24.4","28.15","32","36.7","41.1","45.6","49.5","52.9","55.4","58","59.35","60.7","61.9","62.5","63","63.4","63.9","63.9","",
